Date,full_common_12_buyhold_fee0,full_common_12_daily_fee0,full_common_12_weekly_fee0,full_common_12_monthly_fee0,start_2018_no_dot_buyhold_fee0,start_2018_no_dot_daily_fee0,start_2018_no_dot_weekly_fee0,start_2018_no_dot_monthly_fee0,start_2020_no_dot_buyhold_fee0,start_2020_no_dot_daily_fee0,start_2020_no_dot_weekly_fee0,start_2020_no_dot_monthly_fee0,exclude_dot_same_window_buyhold_fee0,exclude_dot_same_window_daily_fee0,exclude_dot_same_window_weekly_fee0,exclude_dot_same_window_monthly_fee0
2018-01-20,,,,,1.1113252459585656,1.1908317847817305,1.1916721996557995,1.1113252459585656,,,,,,,,
2018-01-21,,,,,0.9482140729040048,1.0249093904602256,1.0201245276763307,0.9482140729040048,,,,,,,,
2018-01-22,,,,,0.9094177949220782,0.9815988601594836,0.9770161956835716,0.9094177949220782,,,,,,,,
2018-01-23,,,,,0.8962590280080396,0.968735912436771,0.9640627455518678,0.8962590280080396,,,,,,,,
2018-01-24,,,,,0.942645416473528,1.0170794114250103,1.0134076688670364,0.942645416473528,,,,,,,,
2018-01-25,,,,,0.9478304174597701,1.0226653311801965,1.0209919457412997,0.9478304174597701,,,,,,,,
2018-01-26,,,,,0.9283251228940758,0.9974538787371461,0.9982271217143712,0.9283251228940758,,,,,,,,
2018-01-27,,,,,0.9492738219436166,1.0192185576137616,1.0168817737281843,0.9492738219436166,,,,,,,,
2018-01-28,,,,,0.997414990791104,1.0774750945212623,1.0745702529941086,0.997414990791104,,,,,,,,
2018-01-29,,,,,0.9425360367884567,1.0176963475848453,1.01495266782136,0.9425360367884567,,,,,,,,
2018-01-30,,,,,0.8184117879070784,0.8842574583859513,0.8819048862807565,0.8184117879070784,,,,,,,,
2018-01-31,,,,,0.8416971382442118,0.9054869703098077,0.9027207793929707,0.8416971382442118,,,,,,,,
2018-02-01,,,,,0.7263248620122986,0.7763480538708329,0.7749389365297745,0.7216558124530148,,,,,,,,
2018-02-02,,,,,0.6623700698429276,0.7116953846725309,0.7103141472452009,0.6615380862674811,,,,,,,,
2018-02-03,,,,,0.716539051986535,0.7732002457541927,0.770586283002495,0.7182514751516373,,,,,,,,
2018-02-04,,,,,0.626792982353213,0.6778625701417894,0.6765219824021192,0.6303268623802772,,,,,,,,
2018-02-05,,,,,0.516586975305878,0.5573171835130458,0.5562149946384354,0.5183993831764356,,,,,,,,
2018-02-06,,,,,0.5969246420525433,0.6446547392690198,0.6428481779742707,0.5984416958229268,,,,,,,,
2018-02-07,,,,,0.561695503874696,0.6076302770452039,0.6055470090443157,0.5647299350326668,,,,,,,,
2018-02-08,,,,,0.6226428642710602,0.6786173625954257,0.6746720438793649,0.6294897907041278,,,,,,,,
2018-02-09,,,,,0.6958500936212957,0.7585416634747052,0.753555125592891,0.7015230530350456,,,,,,,,
2018-02-10,,,,,0.689588937887233,0.755859859098727,0.7511632651087657,0.6979541186205145,,,,,,,,
2018-02-11,,,,,0.6499112769687209,0.7155595760423834,0.7100890234774491,0.6603230367632362,,,,,,,,
2018-02-12,,,,,0.7149248748426282,0.7868938505505249,0.7808779375272251,0.7263655228418794,,,,,,,,
2018-02-13,,,,,0.7243338272960529,0.7950570619911596,0.7913917718595811,0.7346813885664072,,,,,,,,
2018-02-14,,,,,0.7994651723771977,0.8818072211438787,0.8745976961719107,0.8158809877833713,,,,,,,,
2018-02-15,,,,,0.8180536500912713,0.903536456475864,0.8964541272478043,0.8372259871373441,,,,,,,,
2018-02-16,,,,,0.8449681508691194,0.9345733402668671,0.9256090205487896,0.8632654342676254,,,,,,,,
2018-02-17,,,,,0.8715042913068691,0.9654838345234047,0.9547786701183141,0.8892478573116517,,,,,,,,
2018-02-18,,,,,0.8361748615739553,0.9242082617008894,0.917932651940291,0.8525317633423388,,,,,,,,
2018-02-19,,,,,0.8692957480500272,0.9593246864318861,0.9528106271930351,0.8870971486864235,,,,,,,,
2018-02-20,,,,,0.8354653103798027,0.9237351252855245,0.9180534231670543,0.8581631522035613,,,,,,,,
2018-02-21,,,,,0.7879981340809685,0.8709046134315641,0.8649778265221516,0.8068054536046099,,,,,,,,
2018-02-22,,,,,0.7299763161533678,0.8073812546554343,0.8018074728542116,0.7468905906749231,,,,,,,,
2018-02-23,,,,,0.7822885668343257,0.8608262945590089,0.8550618694137353,0.7998236164166749,,,,,,,,
2018-02-24,,,,,0.7563084360473996,0.8277394856010188,0.823486745122905,0.7729411728457652,,,,,,,,
2018-02-25,,,,,0.7551714587821761,0.8285682268623887,0.8230430281581803,0.7720123094795551,,,,,,,,
2018-02-26,,,,,0.7731931819917193,0.8494189187018656,0.8437546798899167,0.790185100619348,,,,,,,,
2018-02-27,,,,,0.779246820983495,0.85436250480172,0.8488687406814631,0.7950416734548168,,,,,,,,
2018-02-28,,,,,0.7412682717655948,0.8131119195740756,0.8083330838352727,0.7551068365326133,,,,,,,,
2018-03-01,,,,,0.7659108734118784,0.8397198966004843,0.8362845906075222,0.7798166764393614,,,,,,,,
2018-03-02,,,,,0.7502880403224647,0.820246151915368,0.8194927806380148,0.7627095838140364,,,,,,,,
2018-03-03,,,,,0.7420285350271719,0.8150647189437741,0.8129243416459705,0.7571255188036011,,,,,,,,
2018-03-04,,,,,0.7486041190176368,0.8277594465329821,0.8246085152619995,0.7686207175552101,,,,,,,,
2018-03-05,,,,,0.7286095432394286,0.8050955870121382,0.8020309275004023,0.7483723899952971,,,,,,,,
2018-03-06,,,,,0.6829601920477163,0.755275704406264,0.752477266429491,0.7029178674208776,,,,,,,,
2018-03-07,,,,,0.6281739824018047,0.6927733845762151,0.6905422956573906,0.645605137517901,,,,,,,,
2018-03-08,,,,,0.5982402543361309,0.6597446876121786,0.6566622541858995,0.6133536414795421,,,,,,,,
2018-03-09,,,,,0.6079172159807988,0.6699878675827328,0.6669030914321185,0.6232539233111494,,,,,,,,
2018-03-10,,,,,0.5754419965999816,0.6340753353619446,0.6311339791537878,0.5896279251193076,,,,,,,,
2018-03-11,,,,,0.6158524029658271,0.6790635343492608,0.6759562185717392,0.6317843884849127,,,,,,,,
2018-03-12,,,,,0.5897293273479159,0.6511803463001022,0.6482006207490765,0.6050017881363131,,,,,,,,
2018-03-13,,,,,0.5909582363374895,0.6517563758555261,0.6489952253782518,0.6057034393933268,,,,,,,,
2018-03-14,,,,,0.5166227350328776,0.5714602613224936,0.5682496317842132,0.5311118762102778,,,,,,,,
2018-03-15,,,,,0.5130455164994154,0.5661784043060613,0.5626290073862564,0.5255862117184475,,,,,,,,
2018-03-16,,,,,0.5092385656678687,0.5613746854211962,0.5579007432442161,0.5218842163830738,,,,,,,,
2018-03-17,,,,,0.46994733783069964,0.5172127670217369,0.5143170972166996,0.482011182189732,,,,,,,,
2018-03-18,,,,,0.4744330542426803,0.5228523716184239,0.5196218951035402,0.48740290835337763,,,,,,,,
2018-03-19,,,,,0.5162263412205031,0.5765248317791882,0.5729627365675991,0.5347215882354274,,,,,,,,
2018-03-20,,,,,0.5413723625293473,0.6024588021577383,0.5988573755025439,0.5588441623311472,,,,,,,,
2018-03-21,,,,,0.5429209438638566,0.6050633861479199,0.6007129253512972,0.5590161031918132,,,,,,,,
2018-03-22,,,,,0.5280015594860552,0.5869791894193092,0.5830071956910352,0.5428468600810494,,,,,,,,
2018-03-23,,,,,0.5301339668109798,0.5848201436447196,0.5810455338628304,0.5427539687193597,,,,,,,,
2018-03-24,,,,,0.5376177186370518,0.5887875417201048,0.5884303480182785,0.5490633159783577,,,,,,,,
2018-03-25,,,,,0.5247035415131795,0.5776808329760271,0.5748080803962448,0.5367668973555446,,,,,,,,
2018-03-26,,,,,0.4944488626248731,0.5421876885132805,0.5394914400106624,0.5057361971510445,,,,,,,,
2018-03-27,,,,,0.46659314292208415,0.5117065956740394,0.5092800500674743,0.4780850807260883,,,,,,,,
2018-03-28,,,,,0.4776576119084239,0.5199358503333624,0.5178705656511707,0.48844989747966344,,,,,,,,
2018-03-29,,,,,0.41747329561376556,0.4551341983041729,0.45353751347439064,0.42742605182594595,,,,,,,,
2018-03-30,,,,,0.413609578341739,0.4520560485584857,0.44971393229858386,0.4228627170924028,,,,,,,,
2018-03-31,,,,,0.40451226798763157,0.45038966060471913,0.4471434623356295,0.41631036668947713,,,,,,,,
2018-04-01,,,,,0.3891920049823217,0.43268994705280006,0.42994348825658657,0.39994992398036905,,,,,,,,
2018-04-02,,,,,0.4088071348016055,0.4525453346188376,0.44967284561507154,0.4183313852651247,,,,,,,,
2018-04-03,,,,,0.4346418076122892,0.4850944352727524,0.4816674711501191,0.4481313954321655,,,,,,,,
